Train dataset length: 8000, Test dataset length: 2000
Epoch 1/200, Train loss: 84.0799, Test loss: 1.5006, Time: 4.97s
Epoch 48/200, Train loss: 0.0541, Test loss: 0.0503, Time: 0.17s
Epoch 49/200, Train loss: 0.0508, Test loss: 0.0502, Time: 0.16s
Epoch 50/200, Train loss: 0.0539, Test loss: 0.0649, Time: 0.17s
Epoch 51/200, Train loss: 0.0518, Test loss: 0.0520, Time: 0.17s
Epoch 52/200, Train loss: 0.0518, Test loss: 0.0527, Time: 0.17s
Epoch 53/200, Train loss: 0.0544, Test loss: 0.0995, Time: 0.16s
Epoch 54/200, Train loss: 0.0576, Test loss: 0.0536, Time: 0.16s
Epoch 55/200, Train loss: 0.0508, Test loss: 0.0502, Time: 0.18s
Epoch 56/200, Train loss: 0.0514, Test loss: 0.0568, Time: 0.23s
Epoch 57/200, Train loss: 0.0559, Test loss: 0.0579, Time: 0.16s
Epoch 58/200, Train loss: 0.0503, Test loss: 0.0511, Time: 0.17s
Epoch 59/200, Train loss: 0.0492, Test loss: 0.0541, Time: 0.16s
Epoch 60/200, Train loss: 0.0512, Test loss: 0.0506, Time: 0.16s
Epoch 61/200, Train loss: 0.0519, Test loss: 0.0502, Time: 0.16s
Epoch 62/200, Train loss: 0.0511, Test loss: 0.0495, Time: 0.18s
Epoch 63/200, Train loss: 0.0504, Test loss: 0.0502, Time: 0.16s
Epoch 64/200, Train loss: 0.0510, Test loss: 0.0491, Time: 0.17s
Epoch 65/200, Train loss: 0.0533, Test loss: 0.0514, Time: 0.17s
Epoch 66/200, Train loss: 0.0515, Test loss: 0.0566, Time: 0.16s
Epoch 67/200, Train loss: 0.0539, Test loss: 0.0635, Time: 0.16s
Epoch 68/200, Train loss: 0.0522, Test loss: 0.0551, Time: 0.16s
Epoch 69/200, Train loss: 0.0502, Test loss: 0.0506, Time: 0.16s
Epoch 70/200, Train loss: 0.0495, Test loss: 0.0527, Time: 0.16s
Epoch 71/200, Train loss: 0.0560, Test loss: 0.0622, Time: 0.16s
Epoch 72/200, Train loss: 0.0554, Test loss: 0.0495, Time: 0.16s
Epoch 73/200, Train loss: 0.0497, Test loss: 0.0548, Time: 0.17s
Epoch 74/200, Train loss: 0.0533, Test loss: 0.0652, Time: 0.17s
Epoch 75/200, Train loss: 0.0540, Test loss: 0.0512, Time: 0.16s
Epoch 76/200, Train loss: 0.0504, Test loss: 0.0707, Time: 0.16s
Epoch 77/200, Train loss: 0.0597, Test loss: 0.0488, Time: 0.16s
Epoch 78/200, Train loss: 0.0483, Test loss: 0.0505, Time: 0.16s
Epoch 79/200, Train loss: 0.0491, Test loss: 0.0570, Time: 0.17s
Epoch 80/200, Train loss: 0.0504, Test loss: 0.0490, Time: 0.26s
Epoch 81/200, Train loss: 0.0492, Test loss: 0.0489, Time: 0.17s
Epoch 82/200, Train loss: 0.0503, Test loss: 0.0798, Time: 0.17s
Epoch 83/200, Train loss: 0.0593, Test loss: 0.0494, Time: 0.17s
Epoch 84/200, Train loss: 0.0499, Test loss: 0.0523, Time: 0.16s
Epoch 85/200, Train loss: 0.0501, Test loss: 0.0585, Time: 0.17s
Epoch 86/200, Train loss: 0.0649, Test loss: 0.0698, Time: 0.16s
Epoch 87/200, Train loss: 0.0538, Test loss: 0.0504, Time: 0.18s
Epoch 88/200, Train loss: 0.0518, Test loss: 0.0669, Time: 0.16s
Epoch 89/200, Train loss: 0.0518, Test loss: 0.0719, Time: 0.16s
Epoch 90/200, Train loss: 0.0509, Test loss: 0.0489, Time: 0.16s
Epoch 91/200, Train loss: 0.0488, Test loss: 0.0497, Time: 0.17s
Epoch 92/200, Train loss: 0.0494, Test loss: 0.0625, Time: 0.16s
Epoch 93/200, Train loss: 0.0520, Test loss: 0.0545, Time: 0.17s
Epoch 94/200, Train loss: 0.0507, Test loss: 0.0506, Time: 0.16s
Epoch 95/200, Train loss: 0.0512, Test loss: 0.0488, Time: 0.16s
Epoch 96/200, Train loss: 0.0483, Test loss: 0.0493, Time: 0.16s
Epoch 97/200, Train loss: 0.0507, Test loss: 0.0496, Time: 0.16s
Epoch 98/200, Train loss: 0.0482, Test loss: 0.0493, Time: 0.16s
Epoch 99/200, Train loss: 0.0492, Test loss: 0.0560, Time: 0.17s
Epoch 100/200, Train loss: 0.0535, Test loss: 0.0506, Time: 0.17s
Epoch 101/200, Train loss: 0.0494, Test loss: 0.0486, Time: 0.16s
Epoch 102/200, Train loss: 0.0513, Test loss: 0.0594, Time: 0.16s
Epoch 103/200, Train loss: 0.0495, Test loss: 0.0486, Time: 0.18s
Epoch 104/200, Train loss: 0.0492, Test loss: 0.0677, Time: 0.19s
Epoch 105/200, Train loss: 0.0529, Test loss: 0.0521, Time: 0.30s
Epoch 106/200, Train loss: 0.0501, Test loss: 0.0495, Time: 0.16s
Epoch 107/200, Train loss: 0.0488, Test loss: 0.0625, Time: 0.17s
Epoch 108/200, Train loss: 0.0511, Test loss: 0.0485, Time: 0.16s
Epoch 109/200, Train loss: 0.0533, Test loss: 0.0490, Time: 0.16s
Epoch 110/200, Train loss: 0.0515, Test loss: 0.0504, Time: 0.18s
Epoch 111/200, Train loss: 0.0477, Test loss: 0.0485, Time: 0.17s
Epoch 112/200, Train loss: 0.0487, Test loss: 0.0488, Time: 0.17s
Epoch 113/200, Train loss: 0.0476, Test loss: 0.0491, Time: 0.17s
Epoch 114/200, Train loss: 0.0491, Test loss: 0.0525, Time: 0.16s
Epoch 115/200, Train loss: 0.0519, Test loss: 0.0488, Time: 0.18s
Epoch 116/200, Train loss: 0.0514, Test loss: 0.0516, Time: 0.16s
Epoch 117/200, Train loss: 0.0491, Test loss: 0.0562, Time: 0.17s
Epoch 118/200, Train loss: 0.0502, Test loss: 0.0497, Time: 0.17s
Epoch 119/200, Train loss: 0.0512, Test loss: 0.0485, Time: 0.16s
Epoch 120/200, Train loss: 0.0482, Test loss: 0.0522, Time: 0.17s
Epoch 121/200, Train loss: 0.0486, Test loss: 0.0486, Time: 0.16s
Epoch 122/200, Train loss: 0.0480, Test loss: 0.0593, Time: 0.16s
Epoch 123/200, Train loss: 0.0487, Test loss: 0.0484, Time: 0.16s
Epoch 124/200, Train loss: 0.0472, Test loss: 0.0502, Time: 0.16s
Epoch 125/200, Train loss: 0.0489, Test loss: 0.0491, Time: 0.16s
Epoch 126/200, Train loss: 0.0519, Test loss: 0.0547, Time: 0.17s
Epoch 127/200, Train loss: 0.0493, Test loss: 0.0573, Time: 0.17s
Epoch 128/200, Train loss: 0.0494, Test loss: 0.0518, Time: 0.16s
Epoch 129/200, Train loss: 0.0481, Test loss: 0.0484, Time: 0.24s
Epoch 130/200, Train loss: 0.0480, Test loss: 0.0484, Time: 0.20s
Epoch 131/200, Train loss: 0.0476, Test loss: 0.0551, Time: 0.23s
Epoch 132/200, Train loss: 0.0491, Test loss: 0.0487, Time: 0.17s
Epoch 133/200, Train loss: 0.0519, Test loss: 0.0641, Time: 0.17s
Epoch 134/200, Train loss: 0.0509, Test loss: 0.0497, Time: 0.18s
Epoch 135/200, Train loss: 0.0483, Test loss: 0.0500, Time: 0.16s
Epoch 136/200, Train loss: 0.0477, Test loss: 0.0575, Time: 0.17s
Epoch 137/200, Train loss: 0.0482, Test loss: 0.0574, Time: 0.17s
Epoch 138/200, Train loss: 0.0484, Test loss: 0.0495, Time: 0.16s
Epoch 139/200, Train loss: 0.0477, Test loss: 0.0482, Time: 0.16s
Epoch 140/200, Train loss: 0.0478, Test loss: 0.0552, Time: 0.18s
Epoch 141/200, Train loss: 0.0482, Test loss: 0.0483, Time: 0.17s
Epoch 142/200, Train loss: 0.0482, Test loss: 0.0481, Time: 0.17s
Epoch 143/200, Train loss: 0.0484, Test loss: 0.0481, Time: 0.17s
Epoch 144/200, Train loss: 0.0485, Test loss: 0.0510, Time: 0.17s
Epoch 145/200, Train loss: 0.0472, Test loss: 0.0479, Time: 0.16s
Epoch 146/200, Train loss: 0.0486, Test loss: 0.0488, Time: 0.16s
Epoch 147/200, Train loss: 0.0489, Test loss: 0.0500, Time: 0.16s
Epoch 148/200, Train loss: 0.0476, Test loss: 0.0496, Time: 0.18s
Epoch 149/200, Train loss: 0.0484, Test loss: 0.0484, Time: 0.17s
Epoch 150/200, Train loss: 0.0461, Test loss: 0.0479, Time: 0.18s
Epoch 151/200, Train loss: 0.0467, Test loss: 0.0501, Time: 0.16s
Epoch 152/200, Train loss: 0.0486, Test loss: 0.0641, Time: 0.16s
Epoch 153/200, Train loss: 0.0494, Test loss: 0.0495, Time: 0.16s
Epoch 154/200, Train loss: 0.0467, Test loss: 0.0486, Time: 0.23s
Epoch 155/200, Train loss: 0.0469, Test loss: 0.0481, Time: 0.17s
Epoch 156/200, Train loss: 0.0470, Test loss: 0.0480, Time: 0.17s
Epoch 157/200, Train loss: 0.0467, Test loss: 0.0478, Time: 0.18s
Epoch 158/200, Train loss: 0.0461, Test loss: 0.0479, Time: 0.17s
Epoch 159/200, Train loss: 0.0464, Test loss: 0.0487, Time: 0.16s
Epoch 160/200, Train loss: 0.0466, Test loss: 0.0528, Time: 0.17s
Epoch 161/200, Train loss: 0.0486, Test loss: 0.0583, Time: 0.18s
Epoch 162/200, Train loss: 0.0493, Test loss: 0.0508, Time: 0.18s
Epoch 163/200, Train loss: 0.0482, Test loss: 0.0479, Time: 0.18s
Epoch 164/200, Train loss: 0.0470, Test loss: 0.0478, Time: 0.18s
Epoch 165/200, Train loss: 0.0468, Test loss: 0.0490, Time: 0.19s
Epoch 166/200, Train loss: 0.0462, Test loss: 0.0485, Time: 0.17s
Epoch 167/200, Train loss: 0.0463, Test loss: 0.0478, Time: 0.17s
Epoch 168/200, Train loss: 0.0463, Test loss: 0.0480, Time: 0.18s
Epoch 169/200, Train loss: 0.0461, Test loss: 0.0489, Time: 0.17s
Epoch 170/200, Train loss: 0.0466, Test loss: 0.0478, Time: 0.16s
Epoch 171/200, Train loss: 0.0462, Test loss: 0.0478, Time: 0.17s
Epoch 172/200, Train loss: 0.0475, Test loss: 0.0487, Time: 0.17s
Epoch 173/200, Train loss: 0.0474, Test loss: 0.0485, Time: 0.16s
Epoch 174/200, Train loss: 0.0470, Test loss: 0.0477, Time: 0.17s
Epoch 175/200, Train loss: 0.0463, Test loss: 0.0481, Time: 0.17s
Epoch 176/200, Train loss: 0.0460, Test loss: 0.0478, Time: 0.18s
Epoch 177/200, Train loss: 0.0471, Test loss: 0.0479, Time: 0.18s
Epoch 178/200, Train loss: 0.0462, Test loss: 0.0477, Time: 0.21s
Epoch 179/200, Train loss: 0.0468, Test loss: 0.0485, Time: 0.29s
Epoch 180/200, Train loss: 0.0459, Test loss: 0.0477, Time: 0.17s
Epoch 181/200, Train loss: 0.0462, Test loss: 0.0484, Time: 0.17s
Epoch 182/200, Train loss: 0.0463, Test loss: 0.0488, Time: 0.17s
Epoch 183/200, Train loss: 0.0468, Test loss: 0.0477, Time: 0.18s
Epoch 184/200, Train loss: 0.0465, Test loss: 0.0483, Time: 0.24s
Epoch 185/200, Train loss: 0.0473, Test loss: 0.0476, Time: 0.29s
Epoch 186/200, Train loss: 0.0462, Test loss: 0.0478, Time: 0.22s
Epoch 187/200, Train loss: 0.0459, Test loss: 0.0477, Time: 0.22s
Epoch 188/200, Train loss: 0.0458, Test loss: 0.0480, Time: 0.22s
Epoch 189/200, Train loss: 0.0460, Test loss: 0.0477, Time: 0.18s
Epoch 190/200, Train loss: 0.0462, Test loss: 0.0479, Time: 0.21s
Epoch 191/200, Train loss: 0.0464, Test loss: 0.0481, Time: 0.20s
Epoch 192/200, Train loss: 0.0464, Test loss: 0.0480, Time: 0.18s
Epoch 193/200, Train loss: 0.0463, Test loss: 0.0477, Time: 0.18s
Epoch 194/200, Train loss: 0.0464, Test loss: 0.0477, Time: 0.18s
Epoch 195/200, Train loss: 0.0465, Test loss: 0.0480, Time: 0.18s
Epoch 196/200, Train loss: 0.0463, Test loss: 0.0476, Time: 0.17s
Epoch 197/200, Train loss: 0.0463, Test loss: 0.0476, Time: 0.16s
Epoch 198/200, Train loss: 0.0462, Test loss: 0.0482, Time: 0.16s
Epoch 199/200, Train loss: 0.0466, Test loss: 0.0483, Time: 0.17s
Epoch 200/200, Train loss: 0.0462, Test loss: 0.0477, Time: 0.18s
Epoch 1/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.15s
Epoch 2/100, Train loss: 0.0457, Test loss: 0.0479, Time: 0.15s
Epoch 3/100, Train loss: 0.0461, Test loss: 0.0478, Time: 0.23s
Epoch 4/100, Train loss: 0.0459, Test loss: 0.0479, Time: 0.17s
Epoch 5/100, Train loss: 0.0460, Test loss: 0.0476, Time: 0.16s
Epoch 6/100, Train loss: 0.0457, Test loss: 0.0478, Time: 0.15s
Epoch 7/100, Train loss: 0.0459, Test loss: 0.0477, Time: 0.16s
Epoch 8/100, Train loss: 0.0461, Test loss: 0.0477, Time: 0.16s
Epoch 9/100, Train loss: 0.0466, Test loss: 0.0476, Time: 0.16s
Epoch 10/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.16s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 11/100, Train loss: 0.0467, Test loss: 0.0488, Time: 0.17s
Epoch 12/100, Train loss: 0.0458, Test loss: 0.0477, Time: 0.16s
Epoch 13/100, Train loss: 0.0456, Test loss: 0.0478, Time: 0.15s
Epoch 14/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.15s
Epoch 15/100, Train loss: 0.0457, Test loss: 0.0477, Time: 0.16s
Epoch 16/100, Train loss: 0.0460, Test loss: 0.0476, Time: 0.20s
Epoch 17/100, Train loss: 0.0462, Test loss: 0.0477, Time: 0.15s
Epoch 18/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.15s
Epoch 19/100, Train loss: 0.0472, Test loss: 0.0476, Time: 0.15s
Epoch 20/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.15s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 21/100, Train loss: 0.0456, Test loss: 0.0477, Time: 0.15s
Epoch 22/100, Train loss: 0.0457, Test loss: 0.0477, Time: 0.17s
Epoch 23/100, Train loss: 0.0460, Test loss: 0.0478, Time: 0.16s
Epoch 24/100, Train loss: 0.0462, Test loss: 0.0476, Time: 0.15s
Epoch 25/100, Train loss: 0.0456, Test loss: 0.0476, Time: 0.15s
Epoch 26/100, Train loss: 0.0458, Test loss: 0.0476, Time: 0.16s
Epoch 27/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.22s
Epoch 28/100, Train loss: 0.0462, Test loss: 0.0476, Time: 0.15s
Epoch 29/100, Train loss: 0.0472, Test loss: 0.0477, Time: 0.15s
Epoch 30/100, Train loss: 0.0468, Test loss: 0.0476, Time: 0.16s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 31/100, Train loss: 0.0458, Test loss: 0.0476, Time: 0.15s
Epoch 32/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.15s
Epoch 33/100, Train loss: 0.0455, Test loss: 0.0476, Time: 0.15s
Epoch 34/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.15s
Epoch 35/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.15s
Epoch 36/100, Train loss: 0.0460, Test loss: 0.0476, Time: 0.16s
Epoch 37/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.16s
Epoch 38/100, Train loss: 0.0456, Test loss: 0.0476, Time: 0.16s
Epoch 39/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.16s
Epoch 40/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.15s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 41/100, Train loss: 0.0461, Test loss: 0.0477, Time: 0.17s
Epoch 42/100, Train loss: 0.0458, Test loss: 0.0476, Time: 0.15s
Epoch 43/100, Train loss: 0.0464, Test loss: 0.0476, Time: 0.16s
Epoch 44/100, Train loss: 0.0458, Test loss: 0.0479, Time: 0.16s
Epoch 45/100, Train loss: 0.0457, Test loss: 0.0477, Time: 0.16s
Epoch 46/100, Train loss: 0.0455, Test loss: 0.0476, Time: 0.15s
Epoch 47/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.15s
Epoch 48/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.15s
Epoch 49/100, Train loss: 0.0460, Test loss: 0.0476, Time: 0.16s
Epoch 50/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.15s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 51/100, Train loss: 0.0462, Test loss: 0.0477, Time: 0.15s
Epoch 52/100, Train loss: 0.0464, Test loss: 0.0479, Time: 0.22s
Epoch 53/100, Train loss: 0.0459, Test loss: 0.0478, Time: 0.16s
Epoch 54/100, Train loss: 0.0462, Test loss: 0.0476, Time: 0.16s
Epoch 55/100, Train loss: 0.0459, Test loss: 0.0477, Time: 0.15s
Epoch 56/100, Train loss: 0.0461, Test loss: 0.0477, Time: 0.15s
Epoch 57/100, Train loss: 0.0464, Test loss: 0.0477, Time: 0.17s
Epoch 58/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.19s
Epoch 59/100, Train loss: 0.0464, Test loss: 0.0476, Time: 0.22s
Epoch 60/100, Train loss: 0.0468, Test loss: 0.0476, Time: 0.19s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 61/100, Train loss: 0.0465, Test loss: 0.0479, Time: 0.29s
Epoch 62/100, Train loss: 0.0456, Test loss: 0.0476, Time: 0.21s
Epoch 63/100, Train loss: 0.0458, Test loss: 0.0477, Time: 0.17s
Epoch 64/100, Train loss: 0.0454, Test loss: 0.0476, Time: 0.18s
Epoch 65/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.16s
Epoch 66/100, Train loss: 0.0465, Test loss: 0.0478, Time: 0.17s
Epoch 67/100, Train loss: 0.0458, Test loss: 0.0476, Time: 0.15s
Epoch 68/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.21s
Epoch 69/100, Train loss: 0.0460, Test loss: 0.0476, Time: 0.14s
Epoch 70/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.17s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 71/100, Train loss: 0.0460, Test loss: 0.0476, Time: 0.16s
Epoch 72/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.17s
Epoch 73/100, Train loss: 0.0457, Test loss: 0.0481, Time: 0.16s
Epoch 74/100, Train loss: 0.0463, Test loss: 0.0476, Time: 0.16s
Epoch 75/100, Train loss: 0.0460, Test loss: 0.0477, Time: 0.17s
Epoch 76/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.25s
Epoch 77/100, Train loss: 0.0456, Test loss: 0.0476, Time: 0.16s
Epoch 78/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.15s
Epoch 79/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.17s
Epoch 80/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.17s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 81/100, Train loss: 0.0461, Test loss: 0.0476, Time: 0.16s
Epoch 82/100, Train loss: 0.0470, Test loss: 0.0478, Time: 0.16s
Epoch 83/100, Train loss: 0.0461, Test loss: 0.0477, Time: 0.15s
Epoch 84/100, Train loss: 0.0455, Test loss: 0.0476, Time: 0.18s
Epoch 85/100, Train loss: 0.0471, Test loss: 0.0476, Time: 0.16s
Epoch 86/100, Train loss: 0.0458, Test loss: 0.0478, Time: 0.16s
Epoch 87/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.17s
Epoch 88/100, Train loss: 0.0458, Test loss: 0.0476, Time: 0.17s
Epoch 89/100, Train loss: 0.0463, Test loss: 0.0476, Time: 0.16s
Epoch 90/100, Train loss: 0.0455, Test loss: 0.0476, Time: 0.17s
SWA model test loss: 0.0476, Learning rate: 0.0000
Epoch 91/100, Train loss: 0.0463, Test loss: 0.0476, Time: 0.17s
Epoch 92/100, Train loss: 0.0456, Test loss: 0.0482, Time: 0.22s
Epoch 93/100, Train loss: 0.0460, Test loss: 0.0478, Time: 0.26s
Epoch 94/100, Train loss: 0.0462, Test loss: 0.0476, Time: 0.19s
Epoch 95/100, Train loss: 0.0463, Test loss: 0.0476, Time: 0.16s
Epoch 96/100, Train loss: 0.0458, Test loss: 0.0477, Time: 0.16s
Epoch 97/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.15s
Epoch 98/100, Train loss: 0.0462, Test loss: 0.0477, Time: 0.16s
Epoch 99/100, Train loss: 0.0459, Test loss: 0.0476, Time: 0.17s
Epoch 100/100, Train loss: 0.0457, Test loss: 0.0476, Time: 0.23s
SWA model test loss: 0.0476, Learning rate: 0.0000
=====================================
Pretrained model test loss: 0.047658, Model test loss: 0.047594, SWA model test loss: 0.047604
=====================================
First point: (0, 0)
Second point: (0.00032136313, 0)
Third point: (0.00018443483, 2.4185012e-05)
First test: 0.0
Second test: 0.0
Third test: 0.0
X max: 0.0003213631280232221, X min: 0, X range: 0.0003213631280232221, X interval: (-0.0003213631280232221, 0.0006427262560464442)
Y max: 2.418501208012458e-05, Y min: 0, Y range: 2.418501208012458e-05, Y interval: (-2.418501208012458e-05, 4.837002416024916e-05)
First point on grid: (2, 2)
Second point on grid: (7, 2)
Third point on grid: (5, 7)
