Epoch 1/300, Train loss: 3.0819, Test loss: 2.4060, Time: 2.65s
Epoch 37/300, Train loss: 0.6213, Test loss: 0.6496, Time: 0.09s
Epoch 38/300, Train loss: 0.5891, Test loss: 0.5595, Time: 0.09s
Epoch 39/300, Train loss: 0.5561, Test loss: 0.5492, Time: 0.10s
Epoch 40/300, Train loss: 0.5270, Test loss: 0.4797, Time: 0.09s
Epoch 41/300, Train loss: 0.5289, Test loss: 0.5999, Time: 0.09s
Epoch 42/300, Train loss: 0.5615, Test loss: 0.5698, Time: 0.15s
Epoch 43/300, Train loss: 0.5447, Test loss: 0.6243, Time: 0.08s
Epoch 44/300, Train loss: 0.5815, Test loss: 0.5308, Time: 0.09s
Epoch 45/300, Train loss: 0.5471, Test loss: 0.5442, Time: 0.15s
Epoch 46/300, Train loss: 0.5874, Test loss: 0.5524, Time: 0.09s
Epoch 47/300, Train loss: 0.6086, Test loss: 0.6931, Time: 0.09s
Epoch 48/300, Train loss: 0.6433, Test loss: 0.6596, Time: 0.09s
Epoch 49/300, Train loss: 0.5761, Test loss: 0.4809, Time: 0.09s
Epoch 50/300, Train loss: 0.5400, Test loss: 0.5594, Time: 0.09s
Epoch 51/300, Train loss: 0.5302, Test loss: 0.5508, Time: 0.09s
Epoch 52/300, Train loss: 0.5357, Test loss: 0.6491, Time: 0.09s
Epoch 53/300, Train loss: 0.5396, Test loss: 0.5877, Time: 0.11s
Epoch 54/300, Train loss: 0.6111, Test loss: 0.6440, Time: 0.09s
Epoch 55/300, Train loss: 0.5174, Test loss: 0.5005, Time: 0.09s
Epoch 56/300, Train loss: 0.5206, Test loss: 0.5222, Time: 0.09s
Epoch 57/300, Train loss: 0.4812, Test loss: 0.4644, Time: 0.09s
Epoch 58/300, Train loss: 0.4920, Test loss: 0.5588, Time: 0.09s
Epoch 59/300, Train loss: 0.4852, Test loss: 0.5012, Time: 0.08s
Epoch 60/300, Train loss: 0.4473, Test loss: 0.4023, Time: 0.08s
Epoch 61/300, Train loss: 0.4158, Test loss: 0.5490, Time: 0.08s
Epoch 62/300, Train loss: 0.4199, Test loss: 0.3717, Time: 0.09s
Epoch 63/300, Train loss: 0.3944, Test loss: 0.4308, Time: 0.08s
Epoch 64/300, Train loss: 0.4181, Test loss: 0.3641, Time: 0.09s
Epoch 65/300, Train loss: 0.4164, Test loss: 0.4017, Time: 0.11s
Epoch 66/300, Train loss: 0.4135, Test loss: 0.4527, Time: 0.11s
Epoch 67/300, Train loss: 0.4540, Test loss: 0.5147, Time: 0.10s
Epoch 68/300, Train loss: 0.4972, Test loss: 0.4653, Time: 0.15s
Epoch 69/300, Train loss: 0.4787, Test loss: 0.4985, Time: 0.11s
Epoch 70/300, Train loss: 0.4447, Test loss: 0.4843, Time: 0.09s
Epoch 71/300, Train loss: 0.4539, Test loss: 0.5377, Time: 0.09s
Epoch 72/300, Train loss: 0.4885, Test loss: 0.4296, Time: 0.09s
Epoch 73/300, Train loss: 0.4226, Test loss: 0.4208, Time: 0.09s
Epoch 74/300, Train loss: 0.4112, Test loss: 0.3853, Time: 0.09s
Epoch 75/300, Train loss: 0.3948, Test loss: 0.4001, Time: 0.09s
Epoch 76/300, Train loss: 0.3970, Test loss: 0.5175, Time: 0.16s
Epoch 77/300, Train loss: 0.4336, Test loss: 0.5145, Time: 0.09s
Epoch 78/300, Train loss: 0.3889, Test loss: 0.3981, Time: 0.08s
Epoch 79/300, Train loss: 0.3774, Test loss: 0.4428, Time: 0.08s
Epoch 80/300, Train loss: 0.3639, Test loss: 0.3758, Time: 0.10s
Epoch 81/300, Train loss: 0.4225, Test loss: 0.4153, Time: 0.08s
Epoch 82/300, Train loss: 0.4744, Test loss: 0.6752, Time: 0.10s
Epoch 83/300, Train loss: 0.5301, Test loss: 0.6764, Time: 0.08s
Epoch 84/300, Train loss: 0.5050, Test loss: 0.4276, Time: 0.09s
Epoch 85/300, Train loss: 0.4312, Test loss: 0.3939, Time: 0.08s
Epoch 86/300, Train loss: 0.3634, Test loss: 0.3481, Time: 0.09s
Epoch 87/300, Train loss: 0.3864, Test loss: 0.3944, Time: 0.09s
Epoch 88/300, Train loss: 0.3832, Test loss: 0.3996, Time: 0.09s
Epoch 89/300, Train loss: 0.3376, Test loss: 0.3432, Time: 0.09s
Epoch 90/300, Train loss: 0.3510, Test loss: 0.3442, Time: 0.10s
Epoch 91/300, Train loss: 0.4441, Test loss: 0.3853, Time: 0.11s
Epoch 92/300, Train loss: 0.4025, Test loss: 0.4495, Time: 0.10s
Epoch 93/300, Train loss: 0.3769, Test loss: 0.3621, Time: 0.10s
Epoch 94/300, Train loss: 0.3971, Test loss: 0.3855, Time: 0.09s
Epoch 95/300, Train loss: 0.3503, Test loss: 0.3625, Time: 0.08s
Epoch 96/300, Train loss: 0.3436, Test loss: 0.3601, Time: 0.09s
Epoch 97/300, Train loss: 0.3516, Test loss: 0.3422, Time: 0.08s
Epoch 98/300, Train loss: 0.3904, Test loss: 0.4529, Time: 0.09s
Epoch 99/300, Train loss: 0.3769, Test loss: 0.3979, Time: 0.08s
Epoch 100/300, Train loss: 0.3675, Test loss: 0.4354, Time: 0.09s
Epoch 101/300, Train loss: 0.4203, Test loss: 0.4689, Time: 0.09s
Epoch 102/300, Train loss: 0.4001, Test loss: 0.5062, Time: 0.11s
Epoch 103/300, Train loss: 0.4245, Test loss: 0.3881, Time: 0.10s
Epoch 104/300, Train loss: 0.4039, Test loss: 0.4520, Time: 0.09s
Epoch 105/300, Train loss: 0.4098, Test loss: 0.3395, Time: 0.09s
Epoch 106/300, Train loss: 0.3422, Test loss: 0.3478, Time: 0.10s
Epoch 107/300, Train loss: 0.3500, Test loss: 0.3682, Time: 0.14s
Epoch 108/300, Train loss: 0.3363, Test loss: 0.4144, Time: 0.12s
Epoch 109/300, Train loss: 0.3628, Test loss: 0.4393, Time: 0.12s
Epoch 110/300, Train loss: 0.3745, Test loss: 0.3699, Time: 0.10s
Epoch 111/300, Train loss: 0.3402, Test loss: 0.3625, Time: 0.09s
Epoch 112/300, Train loss: 0.3570, Test loss: 0.4033, Time: 0.09s
Epoch 113/300, Train loss: 0.3490, Test loss: 0.3078, Time: 0.17s
Epoch 114/300, Train loss: 0.3074, Test loss: 0.3086, Time: 0.11s
Epoch 115/300, Train loss: 0.3240, Test loss: 0.3792, Time: 0.09s
Epoch 116/300, Train loss: 0.3254, Test loss: 0.3680, Time: 0.08s
Epoch 117/300, Train loss: 0.3044, Test loss: 0.3718, Time: 0.10s
Epoch 118/300, Train loss: 0.3347, Test loss: 0.3319, Time: 0.09s
Epoch 119/300, Train loss: 0.3301, Test loss: 0.4167, Time: 0.09s
Epoch 120/300, Train loss: 0.3835, Test loss: 0.3571, Time: 0.09s
Epoch 121/300, Train loss: 0.3372, Test loss: 0.3348, Time: 0.09s
Epoch 122/300, Train loss: 0.3474, Test loss: 0.4507, Time: 0.09s
Epoch 123/300, Train loss: 0.3615, Test loss: 0.3786, Time: 0.09s
Epoch 124/300, Train loss: 0.3259, Test loss: 0.3501, Time: 0.09s
Epoch 125/300, Train loss: 0.3352, Test loss: 0.3561, Time: 0.10s
Epoch 126/300, Train loss: 0.3314, Test loss: 0.3637, Time: 0.10s
Epoch 127/300, Train loss: 0.3342, Test loss: 0.2996, Time: 0.11s
Epoch 128/300, Train loss: 0.3125, Test loss: 0.3353, Time: 0.10s
Epoch 129/300, Train loss: 0.3074, Test loss: 0.3635, Time: 0.09s
Epoch 130/300, Train loss: 0.3376, Test loss: 0.4341, Time: 0.11s
Epoch 131/300, Train loss: 0.3744, Test loss: 0.4135, Time: 0.10s
Epoch 132/300, Train loss: 0.3435, Test loss: 0.3358, Time: 0.09s
Epoch 133/300, Train loss: 0.3166, Test loss: 0.3624, Time: 0.09s
Epoch 134/300, Train loss: 0.3304, Test loss: 0.3242, Time: 0.08s
Epoch 135/300, Train loss: 0.3071, Test loss: 0.3485, Time: 0.10s
Epoch 136/300, Train loss: 0.3677, Test loss: 0.4780, Time: 0.08s
Epoch 137/300, Train loss: 0.4194, Test loss: 0.5093, Time: 0.10s
Epoch 138/300, Train loss: 0.3620, Test loss: 0.3379, Time: 0.09s
Epoch 139/300, Train loss: 0.3050, Test loss: 0.3230, Time: 0.11s
Epoch 140/300, Train loss: 0.3411, Test loss: 0.3183, Time: 0.17s
Epoch 141/300, Train loss: 0.3172, Test loss: 0.2864, Time: 0.12s
Epoch 142/300, Train loss: 0.3382, Test loss: 0.4294, Time: 0.09s
Epoch 143/300, Train loss: 0.3428, Test loss: 0.3225, Time: 0.09s
Epoch 144/300, Train loss: 0.3007, Test loss: 0.2993, Time: 0.08s
Epoch 145/300, Train loss: 0.2913, Test loss: 0.3122, Time: 0.09s
Epoch 146/300, Train loss: 0.3004, Test loss: 0.3466, Time: 0.10s
Epoch 147/300, Train loss: 0.3172, Test loss: 0.3140, Time: 0.09s
Epoch 148/300, Train loss: 0.2926, Test loss: 0.3150, Time: 0.16s
Epoch 149/300, Train loss: 0.3188, Test loss: 0.3548, Time: 0.09s
Epoch 150/300, Train loss: 0.3379, Test loss: 0.3059, Time: 0.09s
Epoch 151/300, Train loss: 0.3047, Test loss: 0.3165, Time: 0.09s
Epoch 152/300, Train loss: 0.3126, Test loss: 0.2948, Time: 0.10s
Epoch 153/300, Train loss: 0.3050, Test loss: 0.3024, Time: 0.09s
Epoch 154/300, Train loss: 0.3091, Test loss: 0.3411, Time: 0.09s
Epoch 155/300, Train loss: 0.3141, Test loss: 0.3206, Time: 0.12s
Epoch 156/300, Train loss: 0.3040, Test loss: 0.3018, Time: 0.10s
Epoch 157/300, Train loss: 0.2789, Test loss: 0.3091, Time: 0.11s
Epoch 158/300, Train loss: 0.2806, Test loss: 0.3207, Time: 0.11s
Epoch 159/300, Train loss: 0.3063, Test loss: 0.3563, Time: 0.09s
Epoch 160/300, Train loss: 0.3487, Test loss: 0.4003, Time: 0.09s
Epoch 161/300, Train loss: 0.3226, Test loss: 0.3066, Time: 0.09s
Epoch 162/300, Train loss: 0.3070, Test loss: 0.3154, Time: 0.09s
Epoch 163/300, Train loss: 0.3114, Test loss: 0.3112, Time: 0.10s
Epoch 164/300, Train loss: 0.2893, Test loss: 0.2864, Time: 0.09s
Epoch 165/300, Train loss: 0.2853, Test loss: 0.3065, Time: 0.09s
Epoch 166/300, Train loss: 0.2889, Test loss: 0.2929, Time: 0.08s
Epoch 167/300, Train loss: 0.3126, Test loss: 0.3733, Time: 0.08s
Epoch 168/300, Train loss: 0.2968, Test loss: 0.3170, Time: 0.09s
Epoch 169/300, Train loss: 0.2804, Test loss: 0.2856, Time: 0.09s
Epoch 170/300, Train loss: 0.2687, Test loss: 0.2813, Time: 0.08s
Epoch 171/300, Train loss: 0.2728, Test loss: 0.3003, Time: 0.10s
Epoch 172/300, Train loss: 0.2751, Test loss: 0.2623, Time: 0.09s
Epoch 173/300, Train loss: 0.2688, Test loss: 0.3116, Time: 0.08s
Epoch 174/300, Train loss: 0.2793, Test loss: 0.3155, Time: 0.09s
Epoch 175/300, Train loss: 0.2894, Test loss: 0.3060, Time: 0.09s
Epoch 176/300, Train loss: 0.2864, Test loss: 0.2900, Time: 0.08s
Epoch 177/300, Train loss: 0.2776, Test loss: 0.3164, Time: 0.09s
Epoch 178/300, Train loss: 0.2791, Test loss: 0.2997, Time: 0.10s
Epoch 179/300, Train loss: 0.2851, Test loss: 0.2946, Time: 0.09s
Epoch 180/300, Train loss: 0.2802, Test loss: 0.3133, Time: 0.10s
Epoch 181/300, Train loss: 0.2655, Test loss: 0.2815, Time: 0.09s
Epoch 182/300, Train loss: 0.2622, Test loss: 0.2682, Time: 0.10s
Epoch 183/300, Train loss: 0.2614, Test loss: 0.2734, Time: 0.09s
Epoch 184/300, Train loss: 0.2648, Test loss: 0.2861, Time: 0.09s
Epoch 185/300, Train loss: 0.2841, Test loss: 0.2801, Time: 0.16s
Epoch 186/300, Train loss: 0.3001, Test loss: 0.3383, Time: 0.09s
Epoch 187/300, Train loss: 0.2827, Test loss: 0.2720, Time: 0.09s
Epoch 188/300, Train loss: 0.2574, Test loss: 0.2540, Time: 0.09s
Epoch 189/300, Train loss: 0.2529, Test loss: 0.2470, Time: 0.09s
Epoch 190/300, Train loss: 0.2482, Test loss: 0.2529, Time: 0.09s
Epoch 191/300, Train loss: 0.2633, Test loss: 0.2846, Time: 0.09s
Epoch 192/300, Train loss: 0.2679, Test loss: 0.2640, Time: 0.09s
Epoch 193/300, Train loss: 0.2745, Test loss: 0.2663, Time: 0.08s
Epoch 194/300, Train loss: 0.2575, Test loss: 0.2508, Time: 0.10s
Epoch 195/300, Train loss: 0.2504, Test loss: 0.2440, Time: 0.09s
Epoch 196/300, Train loss: 0.2538, Test loss: 0.2514, Time: 0.09s
Epoch 197/300, Train loss: 0.2531, Test loss: 0.2622, Time: 0.09s
Epoch 198/300, Train loss: 0.2505, Test loss: 0.2751, Time: 0.09s
Epoch 199/300, Train loss: 0.2519, Test loss: 0.2527, Time: 0.09s
Epoch 200/300, Train loss: 0.2520, Test loss: 0.2576, Time: 0.09s
Epoch 201/300, Train loss: 0.2488, Test loss: 0.2528, Time: 0.09s
Epoch 202/300, Train loss: 0.2534, Test loss: 0.2576, Time: 0.09s
Epoch 203/300, Train loss: 0.2539, Test loss: 0.2578, Time: 0.11s
Epoch 204/300, Train loss: 0.2576, Test loss: 0.2946, Time: 0.10s
Epoch 205/300, Train loss: 0.2485, Test loss: 0.2596, Time: 0.12s
Epoch 206/300, Train loss: 0.2563, Test loss: 0.2670, Time: 0.12s
Epoch 207/300, Train loss: 0.2527, Test loss: 0.2571, Time: 0.13s
Epoch 208/300, Train loss: 0.2611, Test loss: 0.2583, Time: 0.10s
Epoch 209/300, Train loss: 0.2580, Test loss: 0.2695, Time: 0.10s
Epoch 210/300, Train loss: 0.2663, Test loss: 0.2686, Time: 0.09s
Epoch 211/300, Train loss: 0.2630, Test loss: 0.2926, Time: 0.09s
Epoch 212/300, Train loss: 0.2593, Test loss: 0.2536, Time: 0.09s
Epoch 213/300, Train loss: 0.2468, Test loss: 0.2646, Time: 0.08s
Epoch 214/300, Train loss: 0.2457, Test loss: 0.2505, Time: 0.09s
Epoch 215/300, Train loss: 0.2518, Test loss: 0.2697, Time: 0.09s
Epoch 216/300, Train loss: 0.2543, Test loss: 0.2552, Time: 0.08s
Epoch 217/300, Train loss: 0.2622, Test loss: 0.2689, Time: 0.09s
Epoch 218/300, Train loss: 0.2645, Test loss: 0.2658, Time: 0.08s
Epoch 219/300, Train loss: 0.2479, Test loss: 0.2501, Time: 0.09s
Epoch 220/300, Train loss: 0.2439, Test loss: 0.2398, Time: 0.16s
Epoch 221/300, Train loss: 0.2459, Test loss: 0.2540, Time: 0.10s
Epoch 222/300, Train loss: 0.2408, Test loss: 0.2515, Time: 0.09s
Epoch 223/300, Train loss: 0.2519, Test loss: 0.2523, Time: 0.09s
Epoch 224/300, Train loss: 0.2505, Test loss: 0.2411, Time: 0.10s
Epoch 225/300, Train loss: 0.2387, Test loss: 0.2383, Time: 0.09s
Epoch 226/300, Train loss: 0.2440, Test loss: 0.2628, Time: 0.09s
Epoch 227/300, Train loss: 0.2349, Test loss: 0.2340, Time: 0.09s
Epoch 228/300, Train loss: 0.2314, Test loss: 0.2424, Time: 0.09s
Epoch 229/300, Train loss: 0.2341, Test loss: 0.2380, Time: 0.10s
Epoch 230/300, Train loss: 0.2331, Test loss: 0.2315, Time: 0.09s
Epoch 231/300, Train loss: 0.2483, Test loss: 0.2543, Time: 0.09s
Epoch 232/300, Train loss: 0.2460, Test loss: 0.2385, Time: 0.09s
Epoch 233/300, Train loss: 0.2389, Test loss: 0.2329, Time: 0.09s
Epoch 234/300, Train loss: 0.2411, Test loss: 0.2291, Time: 0.09s
Epoch 235/300, Train loss: 0.2373, Test loss: 0.2399, Time: 0.09s
Epoch 236/300, Train loss: 0.2449, Test loss: 0.2756, Time: 0.08s
Epoch 237/300, Train loss: 0.2414, Test loss: 0.2474, Time: 0.10s
Epoch 238/300, Train loss: 0.2277, Test loss: 0.2812, Time: 0.09s
Epoch 239/300, Train loss: 0.2411, Test loss: 0.2388, Time: 0.09s
Epoch 240/300, Train loss: 0.2313, Test loss: 0.2454, Time: 0.09s
Epoch 241/300, Train loss: 0.2343, Test loss: 0.2450, Time: 0.09s
Epoch 242/300, Train loss: 0.2342, Test loss: 0.2426, Time: 0.10s
Epoch 243/300, Train loss: 0.2293, Test loss: 0.2380, Time: 0.09s
Epoch 244/300, Train loss: 0.2253, Test loss: 0.2306, Time: 0.09s
Epoch 245/300, Train loss: 0.2331, Test loss: 0.2285, Time: 0.09s
Epoch 246/300, Train loss: 0.2339, Test loss: 0.2404, Time: 0.09s
Epoch 247/300, Train loss: 0.2314, Test loss: 0.2387, Time: 0.09s
Epoch 248/300, Train loss: 0.2307, Test loss: 0.2315, Time: 0.10s
Epoch 249/300, Train loss: 0.2272, Test loss: 0.2243, Time: 0.09s
Epoch 250/300, Train loss: 0.2267, Test loss: 0.2394, Time: 0.08s
Epoch 251/300, Train loss: 0.2360, Test loss: 0.2395, Time: 0.09s
Epoch 252/300, Train loss: 0.2281, Test loss: 0.2264, Time: 0.10s
Epoch 253/300, Train loss: 0.2339, Test loss: 0.2604, Time: 0.09s
Epoch 254/300, Train loss: 0.2465, Test loss: 0.2343, Time: 0.09s
Epoch 255/300, Train loss: 0.2287, Test loss: 0.2312, Time: 0.08s
Epoch 256/300, Train loss: 0.2329, Test loss: 0.2382, Time: 0.10s
Epoch 257/300, Train loss: 0.2293, Test loss: 0.2388, Time: 0.15s
Epoch 258/300, Train loss: 0.2259, Test loss: 0.2266, Time: 0.09s
Epoch 259/300, Train loss: 0.2316, Test loss: 0.2318, Time: 0.09s
Epoch 260/300, Train loss: 0.2318, Test loss: 0.2422, Time: 0.08s
Epoch 261/300, Train loss: 0.2284, Test loss: 0.2250, Time: 0.09s
Epoch 262/300, Train loss: 0.2244, Test loss: 0.2270, Time: 0.09s
Epoch 263/300, Train loss: 0.2207, Test loss: 0.2284, Time: 0.09s
Epoch 264/300, Train loss: 0.2224, Test loss: 0.2270, Time: 0.09s
Epoch 265/300, Train loss: 0.2205, Test loss: 0.2266, Time: 0.10s
Epoch 266/300, Train loss: 0.2232, Test loss: 0.2268, Time: 0.08s
Epoch 267/300, Train loss: 0.2331, Test loss: 0.2443, Time: 0.10s
Epoch 268/300, Train loss: 0.2238, Test loss: 0.2265, Time: 0.09s
Epoch 269/300, Train loss: 0.2266, Test loss: 0.2355, Time: 0.08s
Epoch 270/300, Train loss: 0.2263, Test loss: 0.2405, Time: 0.09s
Epoch 271/300, Train loss: 0.2307, Test loss: 0.2493, Time: 0.09s
Epoch 272/300, Train loss: 0.2266, Test loss: 0.2285, Time: 0.09s
Epoch 273/300, Train loss: 0.2192, Test loss: 0.2240, Time: 0.11s
Epoch 274/300, Train loss: 0.2171, Test loss: 0.2231, Time: 0.10s
Epoch 275/300, Train loss: 0.2158, Test loss: 0.2313, Time: 0.11s
Epoch 276/300, Train loss: 0.2222, Test loss: 0.2296, Time: 0.13s
Epoch 277/300, Train loss: 0.2264, Test loss: 0.2283, Time: 0.12s
Epoch 278/300, Train loss: 0.2224, Test loss: 0.2272, Time: 0.09s
Epoch 279/300, Train loss: 0.2224, Test loss: 0.2320, Time: 0.09s
Epoch 280/300, Train loss: 0.2199, Test loss: 0.2264, Time: 0.09s
Epoch 281/300, Train loss: 0.2294, Test loss: 0.2208, Time: 0.09s
Epoch 282/300, Train loss: 0.2170, Test loss: 0.2251, Time: 0.09s
Epoch 283/300, Train loss: 0.2238, Test loss: 0.2243, Time: 0.09s
Epoch 284/300, Train loss: 0.2174, Test loss: 0.2223, Time: 0.09s
Epoch 285/300, Train loss: 0.2162, Test loss: 0.2238, Time: 0.08s
Epoch 286/300, Train loss: 0.2200, Test loss: 0.2233, Time: 0.08s
Epoch 287/300, Train loss: 0.2224, Test loss: 0.2266, Time: 0.09s
Epoch 288/300, Train loss: 0.2246, Test loss: 0.2216, Time: 0.10s
Epoch 289/300, Train loss: 0.2202, Test loss: 0.2260, Time: 0.09s
Epoch 290/300, Train loss: 0.2202, Test loss: 0.2234, Time: 0.09s
Epoch 291/300, Train loss: 0.2126, Test loss: 0.2205, Time: 0.08s
Epoch 292/300, Train loss: 0.2237, Test loss: 0.2226, Time: 0.15s
Epoch 293/300, Train loss: 0.2186, Test loss: 0.2281, Time: 0.09s
Epoch 294/300, Train loss: 0.2185, Test loss: 0.2249, Time: 0.09s
Epoch 295/300, Train loss: 0.2185, Test loss: 0.2210, Time: 0.11s
Epoch 296/300, Train loss: 0.2186, Test loss: 0.2331, Time: 0.10s
Epoch 297/300, Train loss: 0.2264, Test loss: 0.2280, Time: 0.09s
Epoch 298/300, Train loss: 0.2254, Test loss: 0.2280, Time: 0.09s
Epoch 299/300, Train loss: 0.2202, Test loss: 0.2211, Time: 0.08s
Epoch 300/300, Train loss: 0.2125, Test loss: 0.2192, Time: 0.10s
Epoch 1/100, Train loss: 0.2133, Test loss: 0.2212, Time: 0.08s
Epoch 2/100, Train loss: 0.2099, Test loss: 0.2180, Time: 0.08s
Epoch 3/100, Train loss: 0.2102, Test loss: 0.2153, Time: 0.09s
Epoch 4/100, Train loss: 0.2084, Test loss: 0.2164, Time: 0.09s
Epoch 5/100, Train loss: 0.2094, Test loss: 0.2162, Time: 0.08s
Epoch 6/100, Train loss: 0.2079, Test loss: 0.2145, Time: 0.08s
Epoch 7/100, Train loss: 0.2069, Test loss: 0.2146, Time: 0.08s
Epoch 8/100, Train loss: 0.2072, Test loss: 0.2145, Time: 0.08s
Epoch 9/100, Train loss: 0.2081, Test loss: 0.2148, Time: 0.08s
Epoch 10/100, Train loss: 0.2060, Test loss: 0.2149, Time: 0.08s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 11/100, Train loss: 0.2081, Test loss: 0.2155, Time: 0.11s
Epoch 12/100, Train loss: 0.2089, Test loss: 0.2156, Time: 0.09s
Epoch 13/100, Train loss: 0.2093, Test loss: 0.2150, Time: 0.08s
Epoch 14/100, Train loss: 0.2101, Test loss: 0.2159, Time: 0.08s
Epoch 15/100, Train loss: 0.2091, Test loss: 0.2154, Time: 0.09s
Epoch 16/100, Train loss: 0.2093, Test loss: 0.2181, Time: 0.08s
Epoch 17/100, Train loss: 0.2088, Test loss: 0.2161, Time: 0.09s
Epoch 18/100, Train loss: 0.2095, Test loss: 0.2150, Time: 0.08s
Epoch 19/100, Train loss: 0.2071, Test loss: 0.2151, Time: 0.08s
Epoch 20/100, Train loss: 0.2063, Test loss: 0.2150, Time: 0.08s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 21/100, Train loss: 0.2107, Test loss: 0.2137, Time: 0.08s
Epoch 22/100, Train loss: 0.2092, Test loss: 0.2157, Time: 0.08s
Epoch 23/100, Train loss: 0.2104, Test loss: 0.2141, Time: 0.09s
Epoch 24/100, Train loss: 0.2072, Test loss: 0.2153, Time: 0.15s
Epoch 25/100, Train loss: 0.2079, Test loss: 0.2144, Time: 0.10s
Epoch 26/100, Train loss: 0.2076, Test loss: 0.2155, Time: 0.10s
Epoch 27/100, Train loss: 0.2082, Test loss: 0.2145, Time: 0.09s
Epoch 28/100, Train loss: 0.2138, Test loss: 0.2152, Time: 0.08s
Epoch 29/100, Train loss: 0.2085, Test loss: 0.2151, Time: 0.08s
Epoch 30/100, Train loss: 0.2088, Test loss: 0.2148, Time: 0.09s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 31/100, Train loss: 0.2078, Test loss: 0.2150, Time: 0.08s
Epoch 32/100, Train loss: 0.2102, Test loss: 0.2143, Time: 0.09s
Epoch 33/100, Train loss: 0.2096, Test loss: 0.2167, Time: 0.09s
Epoch 34/100, Train loss: 0.2090, Test loss: 0.2154, Time: 0.09s
Epoch 35/100, Train loss: 0.2091, Test loss: 0.2149, Time: 0.08s
Epoch 36/100, Train loss: 0.2092, Test loss: 0.2154, Time: 0.09s
Epoch 37/100, Train loss: 0.2076, Test loss: 0.2144, Time: 0.12s
Epoch 38/100, Train loss: 0.2075, Test loss: 0.2152, Time: 0.19s
Epoch 39/100, Train loss: 0.2084, Test loss: 0.2149, Time: 0.15s
Epoch 40/100, Train loss: 0.2073, Test loss: 0.2151, Time: 0.08s
SWA model test loss: 0.2149, Learning rate: 0.0010
Epoch 41/100, Train loss: 0.2092, Test loss: 0.2145, Time: 0.08s
Epoch 42/100, Train loss: 0.2080, Test loss: 0.2169, Time: 0.08s
Epoch 43/100, Train loss: 0.2083, Test loss: 0.2145, Time: 0.08s
Epoch 44/100, Train loss: 0.2097, Test loss: 0.2143, Time: 0.10s
Epoch 45/100, Train loss: 0.2094, Test loss: 0.2159, Time: 0.08s
Epoch 46/100, Train loss: 0.2081, Test loss: 0.2163, Time: 0.08s
